Year,City,State,Team Name,Arena Cost (millions),Year of Arena Construction,Arena Capacity,Revenue(Millions),Operating Income(Millions),Player Expenses,Ticket Revenue,Win/Loss %
2002,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,109,21.5,58.0,,0.537
2003,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,111,40.4,66.0,,0.354
2004,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,132,20.1,48.0,,0.756
2005,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,132,34.5,57.0,,0.659
2006,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,145,37.3,66.0,,0.744
2007,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,148,28.9,72.0,,0.671
2008,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,148,20.7,80.0,,0.561
2009,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,147,20.4,69.0,,0.659
2010,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,136,13.1,71.0,40.0,0.488
2011,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,121,13.0,60.0,28.0,0.5
2012,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,137,28.2,65.0,32.0,0.305
2013,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,145,28.2,70.0,33.0,0.585
2014,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,154,21.8,76.0,35.0,0.476
2015,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,173,26.3,85.0,36.0,0.28
2016,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,218,31.0,96.0,36.0,0.293
2017,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,235,47.0,97.0,36.0,0.256
2018,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,246,42.0,115.0,34.0,0.232
2019,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,222,20.0,112.0,30.0,0.466
2020,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,206,15.0,107.0,25.0,0.708
2021,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,302,87.0,108.0,76.0,0.78
2022,Phoenix,Arizona,Phoenix Suns,89.0,1992,17071,366,15.0,179.0,78.0,0.549
2001,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,96,-22.8,84.0,,0.598
2002,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,97,-85.1,100.0,,0.61
2003,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,88,-31.5,74.0,,0.5
2004,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,78,-47.0,87.0,,0.329
2005,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,77,-15.2,66.0,,0.256
2006,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,82,-25.1,82.0,,0.39
2007,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,114,-0.9,73.0,,0.5
2008,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,121,-20.3,87.0,,0.659
2009,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,127,10.7,64.0,,0.61
2010,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,132,-8.1,76.0,43.0,0.585
2011,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,117,-10.1,70.0,31.0,0.424
2012,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,140,30.0,63.0,39.0,0.402
2013,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,153,11.7,88.0,44.0,0.659
2014,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,157,4.1,94.0,42.0,0.622
2015,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,178,41.2,72.0,45.0,0.537
2016,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,223,25.0,128.0,47.0,0.5
2017,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,246,40.0,136.0,49.0,0.598
2018,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,287,51.0,143.0,67.0,0.646
2019,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,240,27.0,133.0,48.0,0.473
2020,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,201,19.0,110.0,6.0,0.583
2021,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,291,81.0,134.0,54.0,0.329
2022,Portland,Oregon,Portland Trail Blazers,262.0,1995,19441,300,65.0,156.0,59.0,0.402
2001,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",102,13.5,55.0,,0.744
2002,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",102,-16.8,73.0,,0.72
2003,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",118,10.0,72.0,,0.671
2004,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",119,0.6,64.0,,0.61
2005,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",126,16.4,67.0,,0.537
2006,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",128,20.5,68.0,,0.402
2007,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",117,7.0,67.0,,0.463
2008,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",109,-2.8,72.0,,0.207
2009,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",103,-9.8,72.0,,0.305
2010,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",104,6.4,50.0,23.0,0.293
2011,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",96,2.6,45.0,18.0,0.333
2012,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",115,12.5,61.0,19.0,0.341
2013,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",125,8.9,69.0,27.0,0.341
2014,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",141,4.2,81.0,29.0,0.354
2015,Sacramento,California,Sacramento Kings,40.0,1985,"17,317",164,18.4,84.0,31.0,0.402
2016,Sacramento,California,Sacramento Kings,558.2,2016,17583,240,50.0,109.0,51.0,0.39
2017,Sacramento,California,Sacramento Kings,558.2,2016,17583,263,72.0,103.0,51.0,0.329
2018,Sacramento,California,Sacramento Kings,558.2,2016,17583,286,81.0,107.0,60.0,0.476
2019,Sacramento,California,Sacramento Kings,558.2,2016,17583,245,45.0,100.0,45.0,0.431
2020,Sacramento,California,Sacramento Kings,558.2,2016,17583,192,25.0,79.0,3.0,0.431
2021,Sacramento,California,Sacramento Kings,558.2,2016,17583,279,29.0,141.0,60.0,0.366
2022,Sacramento,California,Sacramento Kings,558.2,2016,17583,289,36.0,145.0,70.0,0.585
2001,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,83,8.3,46.0,,0.707
2002,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,105,18.5,56.0,,0.732
2003,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,108,23.7,50.0,,0.695
2004,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,121,26.7,51.0,,0.72
2005,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,122,11.7,67.0,,0.768
2006,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,131,15.5,69.0,,0.707
2007,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,138,19.0,74.0,,0.683
2008,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,133,19.1,72.0,,0.659
2009,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,135,-4.7,84.0,,0.61
2010,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,139,14.4,74.0,51.0,0.744
2011,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,135,14.7,65.0,48.0,0.758
2012,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,167,39.4,77.0,63.0,0.707
2013,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,172,40.9,71.0,66.0,0.756
2014,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,170,31.9,76.0,59.0,0.671
2015,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,187,18.4,98.0,62.0,0.817
2016,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,259,59.0,123.0,78.0,0.744
2017,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,262,63.0,126.0,73.0,0.573
2018,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,285,66.0,142.0,76.0,0.585
2019,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,255,63.0,115.0,55.0,0.451
2020,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,205,39.0,81.0,3.0,0.458
2021,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,306,99.0,118.0,69.0,0.415
2022,San Antonio,Texas,San Antonio Spurs,186.0,2002,18418,319,79.0,110.0,73.0,0.268
2001,Toronto,Canada,Toronto Raptors,288.0,1999,19800,87,4.5,53.0,,0.512
2002,Toronto,Canada,Toronto Raptors,288.0,1999,19800,96,10.6,58.0,,0.293
2003,Toronto,Canada,Toronto Raptors,288.0,1999,19800,100,-1.3,59.0,,0.402
2004,Toronto,Canada,Toronto Raptors,288.0,1999,19800,94,5.4,65.0,,0.402
2005,Toronto,Canada,Toronto Raptors,288.0,1999,19800,105,8.4,68.0,,0.329
2006,Toronto,Canada,Toronto Raptors,288.0,1999,19800,124,28.8,57.0,,0.573
2007,Toronto,Canada,Toronto Raptors,288.0,1999,19800,138,27.7,70.0,,0.5
2008,Toronto,Canada,Toronto Raptors,288.0,1999,19800,133,18.0,78.0,,0.402
2009,Toronto,Canada,Toronto Raptors,288.0,1999,19800,138,25.3,72.0,,0.488
2010,Toronto,Canada,Toronto Raptors,288.0,1999,19800,134,7.4,75.0,40.0,0.268
2011,Toronto,Canada,Toronto Raptors,288.0,1999,19800,121,18.8,49.0,31.0,0.348
2012,Toronto,Canada,Toronto Raptors,288.0,1999,19800,149,28.8,73.0,41.0,0.415
2013,Toronto,Canada,Toronto Raptors,288.0,1999,19800,151,17.9,81.0,47.0,0.585
2014,Toronto,Canada,Toronto Raptors,288.0,1999,19800,163,23.5,87.0,48.0,0.598
2015,Toronto,Canada,Toronto Raptors,288.0,1999,19800,193,46.1,83.0,57.0,0.683
2016,Toronto,Canada,Toronto Raptors,288.0,1999,19800,250,51.0,121.0,65.0,0.622
2017,Toronto,Canada,Toronto Raptors,288.0,1999,19800,275,76.0,127.0,74.0,0.72
2018,Toronto,Canada,Toronto Raptors,288.0,1999,19800,334,79.0,146.0,101.0,0.707
2019,Toronto,Canada,Toronto Raptors,288.0,1999,19800,264,79.0,115.0,57.0,0.736
2020,Toronto,Canada,Toronto Raptors,288.0,1999,19800,194,2.1,108.0,1.0,0.375
2021,Toronto,Canada,Toronto Raptors,288.0,1999,19800,299,86.0,137.0,55.0,0.585
2022,Toronto,Canada,Toronto Raptors,288.0,1999,19800,305,75.0,156.0,82.0,0.5
2001,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,87,1.9,54.0,,0.537
2002,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,85,13.8,53.0,,0.573
2003,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,88,9.4,38.0,,0.512
2004,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,91,27.5,47.0,,0.317
2005,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,96,1.4,61.0,,0.5
2006,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,114,5.7,66.0,,0.622
2007,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,119,8.8,69.0,,0.659
2008,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,118,7.9,70.0,,0.585
2009,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,121,-3.9,76.0,,0.646
2010,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,120,-16.4,80.0,37.0,0.476
2011,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,111,12.1,54.0,31.0,0.545
2012,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,131,17.5,74.0,36.0,0.524
2013,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,142,32.7,64.0,36.0,0.305
2014,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,146,27.5,67.0,36.0,0.463
2015,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,164,36.0,74.0,37.0,0.488
2016,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,221,61.0,95.0,43.0,0.622
2017,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,243,59.0,120.0,57.0,0.585
2018,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,258,63.0,129.0,58.0,0.61
2019,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,226,42.0,116.0,46.0,0.611
2020,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,262,96.0,91.0,18.0,0.722
2021,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,308,58.0,151.0,68.0,0.598
2022,Salt Lake City,Utah,Utah Jazz,93.0,1991,18306,274,46.0,154.0,65.0,0.451
2001,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,99,12.7,53.0,,0.451
2002,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,98,28.5,49.0,,0.451
2003,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,94,14.3,49.0,,0.305
2004,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,106,21.5,53.0,,0.549
2005,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,108,14.8,58.0,,0.512
2006,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,112,11.6,67.0,,0.5
2007,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,118,14.9,66.0,,0.524
2008,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,110,4.9,69.0,,0.232
2009,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,107,-5.2,73.0,,0.317
2010,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,109,-3.4,63.0,24.0,0.28
2011,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,102,1.7,52.0,19.0,0.303
2012,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,122,7.0,72.0,23.0,0.354
2013,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,143,10.1,86.0,27.0,0.537
2014,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,146,2.9,89.0,31.0,0.561
2015,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,155,6.6,95.0,30.0,0.5
2016,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,222,21.0,119.0,48.0,0.598
2017,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,255,34.0,136.0,54.0,0.524
2018,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,269,55.0,142.0,53.0,0.39
2019,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,231,39.0,117.0,37.0,0.347
2020,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,213,15.0,109.0,5.0,0.472
2021,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,291,90.0,130.0,47.0,0.427
2022,Washington DC,Washington DC,Washington Wizards,260.0,1997,20356,323,85.0,159.0,63.0,0.427
